,loan_amnt,grade,issue_d,purpose,last_pymnt_d
548,25000,A,Dec-18,credit_card,Feb-19
549,4500,A,Dec-18,debt_consolidation,Feb-19
550,25000,C,Dec-18,credit_card,Feb-19
551,15500,A,Dec-18,debt_consolidation,Feb-19
552,4000,D,Dec-18,vacation,Feb-19
553,20000,B,Dec-18,credit_card,Feb-19
554,3200,B,Dec-18,debt_consolidation,Feb-19
555,8000,C,Dec-18,debt_consolidation,Feb-19
556,10000,A,Dec-18,credit_card,Feb-19
557,10000,A,Dec-18,credit_card,Feb-19
558,4000,A,Dec-18,credit_card,Feb-19
559,9500,B,Dec-18,credit_card,Feb-19
560,4000,A,Dec-18,home_improvement,Feb-19
561,25000,E,Dec-18,debt_consolidation,Feb-19
562,12000,C,Dec-18,home_improvement,Feb-19
563,6200,A,Dec-18,credit_card,Feb-19
564,5000,A,Dec-18,debt_consolidation,Feb-19
565,11000,C,Dec-18,debt_consolidation,Feb-19
566,22000,A,Dec-18,credit_card,Feb-19
567,10000,C,Dec-18,debt_consolidation,Feb-19
568,10000,A,Dec-18,credit_card,Feb-19
569,5000,B,Dec-18,other,Feb-19
570,10000,D,Dec-18,credit_card,Feb-19
571,8000,B,Dec-18,debt_consolidation,Feb-19
572,15000,A,Dec-18,credit_card,Feb-19
573,17000,E,Dec-18,credit_card,Feb-19
574,10000,A,Dec-18,credit_card,Feb-19
575,12500,A,Dec-18,credit_card,Feb-19
576,12950,A,Dec-18,debt_consolidation,Feb-19
577,28000,A,Dec-18,credit_card,Feb-19
578,12000,C,Dec-18,credit_card,Feb-19
579,20000,B,Dec-18,debt_consolidation,Feb-19
580,15000,A,Dec-18,credit_card,Feb-19
581,30000,B,Dec-18,debt_consolidation,Feb-19
582,30000,B,Dec-18,major_purchase,Feb-19
583,24000,D,Dec-18,other,Feb-19
584,25000,D,Dec-18,debt_consolidation,Feb-19
585,13000,C,Dec-18,car,Feb-19
586,12000,A,Dec-18,credit_card,Feb-19
587,21000,A,Dec-18,debt_consolidation,Feb-19
588,30000,C,Dec-18,debt_consolidation,Feb-19
589,10000,B,Dec-18,credit_card,Feb-19
590,13000,D,Dec-18,debt_consolidation,Feb-19
591,5000,C,Dec-18,debt_consolidation,Feb-19
592,24000,B,Dec-18,debt_consolidation,Feb-19
593,18000,C,Dec-18,debt_consolidation,Feb-19
594,30500,B,Dec-18,credit_card,Feb-19
595,12500,B,Dec-18,major_purchase,Feb-19
596,30000,C,Dec-18,debt_consolidation,Feb-19
597,9900,B,Dec-18,credit_card,Feb-19
598,39500,C,Dec-18,debt_consolidation,Feb-19
599,20000,C,Dec-18,debt_consolidation,Feb-19
600,30000,C,Dec-18,debt_consolidation,Feb-19
601,16000,A,Dec-18,debt_consolidation,Feb-19
602,9600,A,Dec-18,debt_consolidation,Feb-19
603,10000,A,Dec-18,debt_consolidation,Feb-19
604,38000,C,Dec-18,credit_card,Feb-19
605,10000,A,Dec-18,credit_card,Feb-19
606,25000,D,Dec-18,credit_card,Feb-19
607,15000,A,Dec-18,debt_consolidation,Feb-19
608,20000,C,Dec-18,debt_consolidation,Feb-19
609,24900,D,Dec-18,debt_consolidation,Feb-19
610,11000,A,Dec-18,credit_card,Feb-19
611,30000,C,Dec-18,debt_consolidation,Feb-19
612,10300,E,Dec-18,debt_consolidation,Feb-19
613,1700,C,Dec-18,medical,Feb-19
614,29000,B,Dec-18,debt_consolidation,Feb-19
615,5800,A,Dec-18,debt_consolidation,Feb-19
616,30000,D,Dec-18,home_improvement,Feb-19
617,35000,E,Dec-18,debt_consolidation,Feb-19
618,6000,A,Dec-18,credit_card,Feb-19
619,35000,B,Dec-18,credit_card,Feb-19
620,7000,B,Dec-18,debt_consolidation,Feb-19
621,32000,E,Dec-18,debt_consolidation,Feb-19
622,30000,E,Dec-18,credit_card,Feb-19
623,36000,A,Dec-18,home_improvement,Feb-19
624,32000,B,Dec-18,debt_consolidation,Feb-19
625,1950,C,Dec-18,credit_card,Feb-19
626,3000,B,Dec-18,debt_consolidation,Feb-19
627,14000,B,Dec-18,debt_consolidation,Feb-19
628,20000,D,Dec-18,debt_consolidation,Feb-19
629,2500,C,Dec-18,debt_consolidation,Feb-19
630,26500,A,Dec-18,debt_consolidation,Feb-19
631,25000,A,Dec-18,credit_card,Feb-19
632,10000,B,Dec-18,debt_consolidation,Feb-19
633,10000,D,Dec-18,credit_card,Feb-19
634,22000,C,Dec-18,credit_card,Feb-19
635,20000,A,Dec-18,debt_consolidation,Feb-19
636,10000,A,Dec-18,debt_consolidation,Feb-19
637,20000,B,Dec-18,debt_consolidation,Feb-19
638,11000,B,Dec-18,credit_card,Feb-19
639,24000,C,Dec-18,debt_consolidation,Feb-19
640,20000,B,Dec-18,debt_consolidation,Feb-19
641,8000,C,Dec-18,home_improvement,Feb-19
642,25000,C,Dec-18,debt_consolidation,Feb-19
643,5000,A,Dec-18,car,Feb-19
644,11000,A,Dec-18,credit_card,Feb-19
645,10000,A,Dec-18,credit_card,Feb-19
646,10450,B,Dec-18,credit_card,Jan-19
647,35000,A,Dec-18,home_improvement,Feb-19
648,30000,A,Dec-18,credit_card,Feb-19
649,10000,C,Dec-18,other,Feb-19
650,15000,A,Dec-18,debt_consolidation,Feb-19
651,10000,B,Dec-18,debt_consolidation,Feb-19
652,16000,B,Dec-18,other,Feb-19
653,6000,A,Dec-18,debt_consolidation,Feb-19
654,8000,A,Dec-18,debt_consolidation,Feb-19
655,40000,A,Dec-18,debt_consolidation,Feb-19
656,16000,C,Dec-18,credit_card,Feb-19
657,4600,A,Dec-18,debt_consolidation,Feb-19
658,10000,A,Dec-18,debt_consolidation,Feb-19
659,30000,C,Dec-18,small_business,Feb-19
660,13000,A,Dec-18,credit_card,Feb-19
661,24000,B,Dec-18,credit_card,Feb-19
662,6000,A,Dec-18,home_improvement,Feb-19
663,11000,A,Dec-18,credit_card,Feb-19
664,6500,A,Dec-18,home_improvement,Feb-19
665,30000,B,Dec-18,credit_card,Feb-19
666,40000,B,Dec-18,debt_consolidation,Feb-19
667,22400,A,Dec-18,debt_consolidation,Feb-19
668,20000,C,Dec-18,debt_consolidation,Feb-19
669,20500,B,Dec-18,debt_consolidation,Feb-19
670,4500,B,Dec-18,house,Feb-19
671,10000,D,Dec-18,debt_consolidation,Feb-19
672,10000,A,Dec-18,debt_consolidation,Feb-19
673,40000,A,Dec-18,credit_card,Feb-19
674,2500,A,Dec-18,credit_card,Feb-19
675,10000,B,Dec-18,debt_consolidation,Feb-19
676,20500,A,Dec-18,debt_consolidation,Feb-19
677,5000,B,Dec-18,credit_card,Feb-19
678,9600,A,Dec-18,debt_consolidation,Feb-19
679,40000,C,Dec-18,debt_consolidation,Feb-19
680,35000,B,Dec-18,debt_consolidation,Feb-19
681,12500,D,Dec-18,credit_card,Feb-19
682,12000,A,Dec-18,debt_consolidation,Feb-19
683,5000,A,Dec-18,credit_card,Feb-19
684,15000,C,Dec-18,credit_card,Feb-19
685,35000,A,Dec-18,credit_card,Feb-19
686,12000,A,Dec-18,credit_card,Feb-19
687,3000,A,Dec-18,credit_card,Feb-19
688,10000,C,Dec-18,debt_consolidation,Feb-19
689,25000,E,Dec-18,debt_consolidation,Feb-19
690,14000,B,Dec-18,debt_consolidation,Feb-19
691,23000,A,Dec-18,credit_card,Feb-19
692,16000,A,Dec-18,credit_card,Feb-19
693,12000,B,Dec-18,credit_card,Feb-19
694,3500,C,Dec-18,credit_card,Feb-19
695,13500,A,Dec-18,credit_card,Feb-19
696,4000,C,Dec-18,home_improvement,Feb-19
697,40000,A,Dec-18,credit_card,Feb-19
698,37000,A,Dec-18,debt_consolidation,Feb-19
699,10000,B,Dec-18,credit_card,Feb-19
700,26000,C,Dec-18,debt_consolidation,Feb-19
701,5000,C,Dec-18,other,Feb-19
702,38500,B,Dec-18,debt_consolidation,Feb-19
703,16000,C,Dec-18,other,Feb-19
704,15000,A,Dec-18,debt_consolidation,Feb-19
705,5000,A,Dec-18,debt_consolidation,Feb-19
706,20000,B,Dec-18,debt_consolidation,Feb-19
707,7025,D,Dec-18,small_business,Feb-19
708,15000,B,Dec-18,debt_consolidation,Feb-19
709,20000,B,Dec-18,major_purchase,Feb-19
710,15000,A,Dec-18,credit_card,Feb-19
711,28000,B,Dec-18,debt_consolidation,Feb-19
712,5000,E,Dec-18,debt_consolidation,Feb-19
713,6000,B,Dec-18,debt_consolidation,Feb-19
714,30000,C,Dec-18,credit_card,Feb-19
715,15000,A,Dec-18,debt_consolidation,Feb-19
716,5000,E,Dec-18,credit_card,Feb-19
717,32000,C,Dec-18,credit_card,Feb-19
718,10000,B,Dec-18,credit_card,Feb-19
719,27950,A,Dec-18,debt_consolidation,Feb-19
720,20000,A,Dec-18,debt_consolidation,Feb-19
721,9500,C,Dec-18,credit_card,Feb-19
722,24000,B,Dec-18,debt_consolidation,Feb-19
723,2000,D,Dec-18,other,Feb-19
724,30000,C,Dec-18,debt_consolidation,Feb-19
725,10000,B,Dec-18,credit_card,Feb-19
726,8000,A,Dec-18,debt_consolidation,Feb-19
727,22000,A,Dec-18,debt_consolidation,Feb-19
728,15000,A,Dec-18,debt_consolidation,Feb-19
729,3000,A,Dec-18,major_purchase,Feb-19
730,10000,A,Dec-18,credit_card,Feb-19
731,12000,C,Dec-18,debt_consolidation,Feb-19
732,7000,B,Dec-18,debt_consolidation,Feb-19
733,25000,A,Dec-18,credit_card,Feb-19
734,19000,A,Dec-18,credit_card,Feb-19
735,16000,B,Dec-18,credit_card,Feb-19
736,7200,A,Dec-18,debt_consolidation,Feb-19
737,6500,B,Dec-18,debt_consolidation,Feb-19
738,14000,A,Dec-18,home_improvement,Feb-19
739,5300,B,Dec-18,debt_consolidation,Feb-19
740,40000,B,Dec-18,credit_card,Feb-19
741,11200,B,Dec-18,debt_consolidation,Feb-19
742,5600,A,Dec-18,debt_consolidation,Feb-19
743,10000,A,Dec-18,debt_consolidation,Feb-19
744,13000,A,Dec-18,credit_card,Feb-19
745,36000,B,Dec-18,moving,Feb-19
746,10000,C,Dec-18,credit_card,Feb-19
747,5000,C,Dec-18,debt_consolidation,Feb-19
748,33000,C,Dec-18,debt_consolidation,Feb-19
749,12000,B,Dec-18,debt_consolidation,Feb-19
750,12000,C,Dec-18,medical,Feb-19
751,24000,B,Dec-18,debt_consolidation,Feb-19
752,9000,B,Dec-18,debt_consolidation,Feb-19
753,12400,B,Dec-18,debt_consolidation,Feb-19
754,35000,B,Dec-18,house,Feb-19
755,25000,A,Dec-18,debt_consolidation,Feb-19
756,5000,A,Dec-18,debt_consolidation,Feb-19
757,4000,B,Dec-18,debt_consolidation,Feb-19
758,7650,A,Dec-18,debt_consolidation,Feb-19
759,6000,B,Dec-18,credit_card,Feb-19
760,10000,C,Dec-18,credit_card,Feb-19
761,10000,C,Dec-18,credit_card,Feb-19
762,12000,A,Dec-18,credit_card,Feb-19
763,3000,D,Dec-18,credit_card,Feb-19
764,20000,B,Dec-18,credit_card,Feb-19
765,20000,E,Dec-18,credit_card,Jan-19
766,12000,A,Dec-18,debt_consolidation,Feb-19
767,5500,A,Dec-18,credit_card,Feb-19
768,24000,C,Dec-18,debt_consolidation,Feb-19
769,30000,A,Dec-18,debt_consolidation,Feb-19
770,40000,B,Dec-18,debt_consolidation,Feb-19
771,9600,A,Dec-18,home_improvement,Feb-19
772,20000,A,Dec-18,debt_consolidation,Feb-19
773,9600,A,Dec-18,debt_consolidation,Feb-19
774,11700,B,Dec-18,debt_consolidation,Feb-19
775,25000,C,Dec-18,debt_consolidation,Feb-19
776,7800,A,Dec-18,debt_consolidation,Feb-19
777,28000,C,Dec-18,debt_consolidation,Feb-19
778,25000,B,Dec-18,credit_card,Feb-19
779,6500,A,Dec-18,debt_consolidation,Feb-19
780,40000,A,Dec-18,debt_consolidation,Feb-19
781,5000,E,Dec-18,moving,Feb-19
782,15000,C,Dec-18,credit_card,Feb-19
783,19700,B,Dec-18,other,Feb-19
784,10000,C,Dec-18,debt_consolidation,Feb-19
785,5000,B,Dec-18,credit_card,Feb-19
786,30000,C,Dec-18,debt_consolidation,Feb-19
787,27000,D,Dec-18,debt_consolidation,Feb-19
788,10500,C,Dec-18,debt_consolidation,Feb-19
789,9000,A,Dec-18,debt_consolidation,Feb-19
790,16000,B,Dec-18,major_purchase,Feb-19
791,20000,B,Dec-18,credit_card,Feb-19
792,8400,B,Dec-18,debt_consolidation,Feb-19
793,11000,B,Dec-18,debt_consolidation,Feb-19
794,3375,C,Dec-18,credit_card,Feb-19
795,5500,A,Dec-18,credit_card,Feb-19
796,32625,B,Dec-18,debt_consolidation,Feb-19
797,12000,A,Dec-18,home_improvement,Feb-19
798,35000,D,Dec-18,debt_consolidation,Feb-19
799,8000,A,Dec-18,debt_consolidation,Feb-19
800,10000,B,Dec-18,car,Jan-19
801,20000,B,Dec-18,debt_consolidation,Feb-19
802,36000,B,Dec-18,credit_card,Feb-19
803,15000,A,Dec-18,credit_card,Feb-19
804,17500,D,Dec-18,debt_consolidation,Feb-19
805,10400,B,Dec-18,debt_consolidation,Feb-19
806,10450,B,Dec-18,debt_consolidation,Feb-19
807,3500,B,Dec-18,debt_consolidation,Feb-19
808,6000,C,Dec-18,debt_consolidation,Feb-19
809,10800,B,Dec-18,credit_card,Feb-19
810,8500,A,Dec-18,debt_consolidation,Feb-19
811,24000,C,Dec-18,credit_card,Feb-19
812,12000,A,Dec-18,credit_card,Feb-19
813,10000,A,Dec-18,credit_card,Feb-19
814,38800,B,Dec-18,debt_consolidation,Feb-19
815,30000,C,Dec-18,debt_consolidation,Feb-19
816,40000,B,Dec-18,debt_consolidation,Feb-19
817,3500,B,Dec-18,credit_card,Feb-19
818,40000,B,Dec-18,debt_consolidation,Feb-19
819,15000,B,Dec-18,credit_card,Feb-19
820,2800,A,Dec-18,debt_consolidation,Feb-19
821,7000,A,Dec-18,debt_consolidation,Feb-19
822,25000,A,Dec-18,debt_consolidation,Feb-19
823,20000,B,Dec-18,credit_card,Feb-19
824,36000,B,Dec-18,debt_consolidation,Feb-19
825,10000,D,Dec-18,debt_consolidation,Feb-19
826,40000,D,Dec-18,home_improvement,Feb-19
827,11000,C,Dec-18,credit_card,Feb-19
828,11000,A,Dec-18,credit_card,Feb-19
829,29050,B,Dec-18,home_improvement,Feb-19
830,20000,E,Dec-18,debt_consolidation,Feb-19
831,10000,B,Dec-18,credit_card,Feb-19
832,18000,E,Dec-18,debt_consolidation,Feb-19
833,40000,A,Dec-18,debt_consolidation,Feb-19
834,15500,A,Dec-18,debt_consolidation,Feb-19
835,1000,C,Dec-18,moving,Jan-19
836,1000,E,Dec-18,debt_consolidation,Feb-19
837,12500,C,Dec-18,debt_consolidation,Feb-19
838,1000,B,Dec-18,medical,Feb-19
839,25000,B,Dec-18,credit_card,Feb-19
840,5000,A,Dec-18,small_business,Feb-19
841,35000,B,Dec-18,home_improvement,Feb-19
842,3000,B,Dec-18,credit_card,Feb-19
843,1500,D,Dec-18,credit_card,Feb-19
844,22000,B,Dec-18,credit_card,Feb-19
845,6000,A,Dec-18,debt_consolidation,Feb-19
846,6000,A,Dec-18,credit_card,Feb-19
847,10000,B,Dec-18,debt_consolidation,Feb-19
848,4500,E,Dec-18,debt_consolidation,Feb-19
849,16000,A,Dec-18,debt_consolidation,Feb-19
850,40000,C,Dec-18,debt_consolidation,Feb-19
851,5000,E,Dec-18,debt_consolidation,Feb-19
852,12000,C,Dec-18,debt_consolidation,Feb-19
853,4000,A,Dec-18,debt_consolidation,Feb-19
854,10000,A,Dec-18,debt_consolidation,Feb-19
855,16850,B,Dec-18,debt_consolidation,Feb-19
856,16000,A,Dec-18,credit_card,Feb-19
857,7000,A,Dec-18,credit_card,Feb-19
858,6500,A,Dec-18,credit_card,Feb-19
859,20000,C,Dec-18,debt_consolidation,Feb-19
860,12600,E,Dec-18,debt_consolidation,Feb-19
861,4800,A,Dec-18,debt_consolidation,Feb-19
862,16000,B,Dec-18,credit_card,Feb-19
863,5000,A,Dec-18,credit_card,Feb-19
864,31025,D,Dec-18,other,Feb-19
865,15000,B,Dec-18,debt_consolidation,Feb-19
866,14400,C,Dec-18,debt_consolidation,Feb-19
867,15000,B,Dec-18,credit_card,Feb-19
868,25000,C,Dec-18,debt_consolidation,Feb-19
869,1200,E,Dec-18,other,Feb-19
870,5000,C,Dec-18,debt_consolidation,Feb-19
871,7000,D,Dec-18,credit_card,Feb-19
872,30000,D,Dec-18,other,Feb-19
873,3500,D,Dec-18,small_business,Feb-19
874,12700,B,Dec-18,debt_consolidation,Feb-19
875,3500,B,Dec-18,credit_card,Feb-19
876,24000,B,Dec-18,debt_consolidation,Feb-19
877,30000,B,Dec-18,debt_consolidation,Feb-19
878,20000,B,Dec-18,debt_consolidation,Feb-19
879,11000,B,Dec-18,credit_card,Feb-19
880,7500,A,Dec-18,debt_consolidation,Feb-19
881,8000,B,Dec-18,credit_card,Feb-19
882,9000,B,Dec-18,debt_consolidation,Feb-19
883,40000,B,Dec-18,other,Feb-19
884,15000,C,Dec-18,debt_consolidation,Feb-19
885,35000,C,Dec-18,major_purchase,Feb-19
886,40000,B,Dec-18,small_business,Feb-19
887,4800,C,Dec-18,debt_consolidation,Feb-19
888,18000,C,Dec-18,debt_consolidation,Feb-19
889,16000,A,Dec-18,home_improvement,Feb-19
890,10000,C,Dec-18,other,Feb-19
891,16500,B,Dec-18,credit_card,Feb-19
892,12000,A,Dec-18,debt_consolidation,Feb-19
893,15000,D,Dec-18,debt_consolidation,Feb-19
894,8000,B,Dec-18,debt_consolidation,Feb-19
895,12500,D,Dec-18,credit_card,Feb-19
896,15000,B,Dec-18,debt_consolidation,Feb-19
897,15000,A,Dec-18,debt_consolidation,Feb-19
898,15000,A,Dec-18,debt_consolidation,Feb-19
899,8000,B,Dec-18,credit_card,Feb-19
900,25000,B,Dec-18,credit_card,Feb-19
901,6000,A,Dec-18,debt_consolidation,Feb-19
902,12000,A,Dec-18,credit_card,Feb-19
903,40000,B,Dec-18,other,Feb-19
904,9000,B,Dec-18,credit_card,Feb-19
905,14000,B,Dec-18,debt_consolidation,Feb-19
906,15000,B,Dec-18,debt_consolidation,Feb-19
907,9500,A,Dec-18,credit_card,Feb-19
908,7500,D,Dec-18,debt_consolidation,Feb-19
909,5000,A,Dec-18,credit_card,Feb-19
910,5000,A,Dec-18,debt_consolidation,Feb-19
911,4400,B,Dec-18,credit_card,Feb-19
912,6000,C,Dec-18,car,Feb-19
913,19000,A,Dec-18,other,Feb-19
914,21600,B,Dec-18,debt_consolidation,Feb-19
915,32000,A,Dec-18,small_business,Feb-19
916,40000,B,Dec-18,debt_consolidation,Feb-19
917,10000,A,Dec-18,debt_consolidation,Feb-19
918,11000,A,Dec-18,debt_consolidation,Feb-19
919,6000,B,Dec-18,debt_consolidation,Feb-19
920,15000,A,Dec-18,debt_consolidation,Feb-19
921,15000,B,Dec-18,debt_consolidation,Feb-19
922,5000,B,Dec-18,credit_card,Feb-19
923,12000,C,Dec-18,debt_consolidation,Feb-19
924,6000,A,Dec-18,debt_consolidation,Feb-19
925,19000,A,Dec-18,debt_consolidation,Feb-19
926,7500,B,Dec-18,credit_card,Feb-19
927,20000,C,Dec-18,debt_consolidation,Feb-19
928,20000,C,Dec-18,debt_consolidation,Feb-19
929,7000,D,Dec-18,debt_consolidation,Feb-19
930,10000,B,Dec-18,debt_consolidation,Jan-19
931,5000,A,Dec-18,credit_card,Feb-19
932,10000,C,Dec-18,credit_card,Feb-19
933,15000,A,Dec-18,home_improvement,Feb-19
934,11200,B,Dec-18,credit_card,Feb-19
935,5000,C,Dec-18,debt_consolidation,Feb-19
936,8000,C,Dec-18,debt_consolidation,Feb-19
937,3600,A,Dec-18,debt_consolidation,Feb-19
938,22000,A,Dec-18,credit_card,Feb-19
939,32000,B,Dec-18,house,Feb-19
940,40000,A,Dec-18,credit_card,Feb-19
941,2400,A,Dec-18,credit_card,Feb-19
942,6000,B,Dec-18,home_improvement,Feb-19
943,13500,A,Dec-18,debt_consolidation,Feb-19
944,3125,A,Dec-18,credit_card,Feb-19
945,35000,B,Dec-18,debt_consolidation,Feb-19
946,12000,A,Dec-18,credit_card,Feb-19
947,35000,C,Dec-18,debt_consolidation,Feb-19
948,12000,B,Dec-18,credit_card,Feb-19
949,6000,A,Dec-18,debt_consolidation,Feb-19
950,7400,E,Dec-18,debt_consolidation,Feb-19
951,22000,A,Dec-18,credit_card,Feb-19
952,24825,E,Dec-18,debt_consolidation,Feb-19
953,10000,C,Dec-18,moving,Feb-19
954,4000,D,Dec-18,other,Feb-19
955,35000,A,Dec-18,debt_consolidation,Feb-19
956,40000,A,Dec-18,debt_consolidation,Feb-19
957,16000,B,Dec-18,debt_consolidation,Feb-19
958,6000,C,Dec-18,debt_consolidation,Feb-19
959,20000,B,Dec-18,debt_consolidation,Feb-19
960,23000,A,Dec-18,credit_card,Feb-19
961,13000,A,Dec-18,credit_card,Feb-19
962,30000,C,Dec-18,home_improvement,Feb-19
963,15000,A,Dec-18,home_improvement,Feb-19
964,25000,A,Dec-18,debt_consolidation,Feb-19
965,18000,C,Dec-18,debt_consolidation,Feb-19
966,30000,A,Dec-18,debt_consolidation,Feb-19
967,6500,B,Dec-18,car,Feb-19
968,10000,B,Dec-18,debt_consolidation,Feb-19
969,5000,A,Dec-18,debt_consolidation,Feb-19
970,30000,A,Dec-18,debt_consolidation,Feb-19
971,20000,A,Dec-18,credit_card,Feb-19
972,10000,C,Dec-18,debt_consolidation,Feb-19
973,20000,C,Dec-18,credit_card,Feb-19
974,12000,D,Dec-18,debt_consolidation,Feb-19
975,12000,A,Dec-18,credit_card,Feb-19
976,6025,D,Dec-18,debt_consolidation,Feb-19
977,10000,B,Dec-18,debt_consolidation,Feb-19
978,15000,B,Dec-18,credit_card,Feb-19
979,12000,A,Dec-18,other,Feb-19
980,15000,B,Dec-18,major_purchase,Feb-19
981,40000,D,Dec-18,credit_card,Feb-19
982,16000,B,Dec-18,debt_consolidation,Feb-19
983,30000,B,Dec-18,debt_consolidation,Feb-19
984,4000,C,Dec-18,debt_consolidation,Feb-19
985,10000,A,Dec-18,debt_consolidation,Feb-19
986,35000,B,Dec-18,credit_card,Feb-19
987,21000,A,Dec-18,debt_consolidation,Feb-19
988,7000,B,Dec-18,credit_card,Feb-19
989,12500,A,Dec-18,debt_consolidation,Feb-19
990,35000,B,Dec-18,major_purchase,Feb-19
991,16375,D,Dec-18,debt_consolidation,Feb-19
992,12000,A,Dec-18,credit_card,Feb-19
993,15000,C,Dec-18,debt_consolidation,Feb-19
994,9000,C,Dec-18,credit_card,Feb-19
995,25000,D,Dec-18,debt_consolidation,Feb-19
996,30000,C,Dec-18,debt_consolidation,Feb-19
997,20000,B,Dec-18,debt_consolidation,Feb-19
998,6000,D,Dec-18,credit_card,Feb-19
999,29000,C,Dec-18,major_purchase,Feb-19
1000,24000,C,Dec-18,credit_card,Feb-19
1001,6000,C,Dec-18,credit_card,Feb-19
1002,8800,B,Dec-18,debt_consolidation,Feb-19
1003,10000,A,Dec-18,credit_card,Feb-19
1004,14400,B,Dec-18,other,Feb-19
1005,9600,D,Dec-18,debt_consolidation,Feb-19
1006,30000,A,Dec-18,home_improvement,Feb-19
1007,20000,A,Dec-18,credit_card,Feb-19
1008,10500,C,Dec-18,debt_consolidation,Feb-19
1009,5400,A,Dec-18,medical,Feb-19
1010,24000,A,Dec-18,credit_card,Feb-19
1011,28000,B,Dec-18,home_improvement,Feb-19
1012,10000,C,Dec-18,credit_card,Feb-19
1013,26000,D,Dec-18,credit_card,Feb-19
1014,40000,C,Dec-18,credit_card,Feb-19
1015,14000,D,Dec-18,debt_consolidation,Feb-19
1016,9350,A,Dec-18,credit_card,Feb-19
1017,27000,A,Dec-18,debt_consolidation,Feb-19
1018,7500,C,Dec-18,credit_card,Feb-19
1019,20000,C,Dec-18,debt_consolidation,Feb-19
1020,15000,B,Dec-18,debt_consolidation,Feb-19
1021,15000,B,Dec-18,debt_consolidation,Feb-19
1022,7300,A,Dec-18,debt_consolidation,Feb-19
1023,17000,B,Dec-18,debt_consolidation,Feb-19
1024,7000,C,Dec-18,debt_consolidation,Feb-19
1025,20000,B,Dec-18,credit_card,Feb-19
1026,35000,D,Dec-18,debt_consolidation,Feb-19
1027,4000,A,Dec-18,debt_consolidation,Feb-19
1028,4000,C,Dec-18,debt_consolidation,Feb-19
1029,26000,A,Dec-18,debt_consolidation,Feb-19
1030,25000,A,Dec-18,debt_consolidation,Feb-19
1031,9500,A,Dec-18,debt_consolidation,Feb-19
1032,18000,D,Dec-18,debt_consolidation,Feb-19
1033,10000,B,Dec-18,debt_consolidation,Feb-19
1034,17000,A,Dec-18,credit_card,Feb-19
1035,10000,D,Dec-18,credit_card,Feb-19
1036,15500,A,Dec-18,debt_consolidation,Feb-19
1037,20000,B,Dec-18,debt_consolidation,Feb-19
1038,17000,B,Dec-18,debt_consolidation,Feb-19
1039,15000,B,Dec-18,credit_card,Feb-19
1040,15000,A,Dec-18,debt_consolidation,Feb-19
1041,7800,A,Dec-18,debt_consolidation,Feb-19
1042,2400,B,Dec-18,credit_card,Feb-19
1043,6000,A,Dec-18,credit_card,Feb-19
1044,20000,A,Dec-18,debt_consolidation,Feb-19
1045,20000,B,Dec-18,credit_card,Feb-19
1046,30000,C,Dec-18,debt_consolidation,Feb-19
1047,20000,B,Dec-18,debt_consolidation,Feb-19
1048,10000,A,Dec-18,debt_consolidation,Feb-19
1049,10000,C,Dec-18,debt_consolidation,Feb-19
1050,11200,A,Dec-18,credit_card,Feb-19
1051,1900,A,Dec-18,credit_card,Feb-19
1052,16200,C,Dec-18,credit_card,Feb-19
1053,15000,B,Dec-18,debt_consolidation,Feb-19
1054,4300,A,Dec-18,other,Feb-19
1055,5400,A,Dec-18,credit_card,Feb-19
1056,25000,A,Dec-18,credit_card,Feb-19
1057,12000,B,Dec-18,credit_card,Feb-19
1058,5500,A,Dec-18,credit_card,Feb-19
1059,40000,B,Dec-18,house,Feb-19
1060,17000,B,Dec-18,credit_card,Feb-19
1061,5600,B,Dec-18,credit_card,Feb-19
1062,36000,B,Dec-18,credit_card,Feb-19
1063,17000,A,Dec-18,debt_consolidation,Feb-19
1064,3500,C,Dec-18,other,Feb-19
1065,10000,A,Dec-18,credit_card,Feb-19
